"市区町村コード","旧郵便番号","郵便番号","都道府県カナ","市区町村カナ","字カナ","都道府県","市区町村","大字","unknown","unknown","unknown","unknown","unknown","unknown"
01101,"064  ","0640821","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ1ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北一条西二十六丁目",1,0,1,0,0,0
01101,"064  ","0640821","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ1ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北一条西二十七丁目",1,0,1,0,0,0
01101,"064  ","0640821","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ1ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北一条西二十八丁目",1,0,1,0,0,0

01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西一丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西二丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西三丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西四丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西五丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西六丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西七丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西八丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西九丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西十丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西十一丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西十二丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西十三丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西十四丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西十五丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西十六丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西十七丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西十八丁目",1,0,1,0,0,0
01101,"060  ","0600002","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西十九丁目",1,0,1,0,0,0
01101,"064  ","0640822","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西二十丁目",1,0,1,0,0,0
01101,"064  ","0640822","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西二十一丁目",1,0,1,0,0,0
01101,"064  ","0640822","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西二十二丁目",1,0,1,0,0,0
01101,"064  ","0640822","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西二十三丁目",1,0,1,0,0,0
01101,"064  ","0640822","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西二十四丁目",1,0,1,0,0,0
01101,"064  ","0640822","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西二十五丁目",1,0,1,0,0,0
01101,"064  ","0640822","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西二十六丁目",1,0,1,0,0,0
01101,"064  ","0640822","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西二十七丁目",1,0,1,0,0,0
01101,"064  ","0640822","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ2ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北二条西二十八丁目",1,0,1,0,0,0

01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西一丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西二丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西三丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西四丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西五丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西六丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西七丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西八丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西九丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西十丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西十一丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西十二丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西十三丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西十四丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西十五丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西十六丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西十七丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西十八丁目",1,0,1,0,0,0
01101,"060  ","0600003","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西十九丁目",1,0,1,0,0,0
01101,"064  ","0640823","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西二十丁目",1,0,1,0,0,0
01101,"064  ","0640823","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西二十一丁目",1,0,1,0,0,0
01101,"064  ","0640823","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西二十二丁目",1,0,1,0,0,0
01101,"064  ","0640823","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西二十三丁目",1,0,1,0,0,0
01101,"064  ","0640823","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西二十四丁目",1,0,1,0,0,0
01101,"064  ","0640823","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西二十五丁目",1,0,1,0,0,0
01101,"064  ","0640823","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西二十六丁目",1,0,1,0,0,0
01101,"064  ","0640823","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西二十七丁目",1,0,1,0,0,0
01101,"064  ","0640823","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西二十八丁目",1,0,1,0,0,0
01101,"064  ","0640823","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西二十九丁目",1,0,1,0,0,0
01101,"064  ","0640823","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ3ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北三条西三十丁目",1,0,1,0,0,0

01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西一丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西二丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西三丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西四丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西五丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西六丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西七丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西八丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西九丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西十丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西十一丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西十二丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西十三丁目",1,0,1,0,0,0
01101,"060  ","0600004","ﾎｯｶｲﾄﾞｳ","ｻｯﾎﾟﾛｼﾁｭｳｵｳｸ","ｷﾀ4ｼﾞｮｳﾆｼ","北海道","札幌市中央区","北四条西十四丁目",1,0,1,0,0,0
